Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Team
434,Maxi Kleber,33.0,34,4,637,37,96,0.385,13,49,0.265,24,47,0.511,0.453,16,21,0.762,25,70,95,43,9,17,23,66,103,0,,klebima01,Dallas Mavericks
435,Kessler Edwards,24.0,40,18,608,67,135,0.496,22,54,0.407,45,81,0.556,0.578,12,13,0.923,22,93,115,42,19,20,16,62,168,0,,edwarke02,Dallas Mavericks
436,Olivier-Maxence Prosper,22.0,52,4,584,70,174,0.402,12,51,0.235,58,123,0.472,0.437,49,76,0.645,44,82,126,40,26,6,14,28,201,0,,prospol01,Dallas Mavericks
437,Dwight Powell,33.0,55,3,551,42,61,0.689,2,5,0.4,40,56,0.714,0.705,28,43,0.651,47,71,118,55,18,21,18,75,114,0,,poweldw01,Dallas Mavericks
438,Brandon Williams,25.0,33,3,487,98,188,0.521,24,60,0.4,74,128,0.578,0.585,55,66,0.833,12,46,58,76,24,5,39,33,275,0,,willibr03,Dallas Mavericks
439,Dante Exum,29.0,20,13,372,64,134,0.478,23,53,0.434,41,81,0.506,0.563,23,31,0.742,4,29,33,56,12,3,22,34,174,0,,exumda01,Dallas Mavericks
440,Caleb Martin,29.0,14,0,275,28,72,0.389,4,16,0.25,24,56,0.429,0.417,15,24,0.625,10,31,41,26,12,3,13,24,75,0,,martica02,Dallas Mavericks
441,Anthony Davis,31.0,9,9,266,70,152,0.461,7,30,0.233,63,122,0.516,0.484,33,48,0.688,15,76,91,40,5,20,20,16,180,1,AS,davisan02,Dallas Mavericks
442,Kai Jones,24.0,12,6,260,61,73,0.836,1,3,0.333,60,70,0.857,0.842,14,20,0.7,25,54,79,15,9,10,8,27,137,0,,joneska01,Dallas Mavericks
443,Moses Brown,25.0,4,2,73,21,29,0.724,0,0,,21,29,0.724,0.724,5,6,0.833,8,23,31,2,4,3,5,11,47,0,,brownmo01,Dallas Mavericks
444,Kylor Kelley,27.0,8,1,67,10,13,0.769,0,0,,10,13,0.769,0.769,4,6,0.667,8,13,21,2,0,2,1,8,24,0,,kelleky01,Dallas Mavericks
445,Jazian Gortman,21.0,16,0,57,9,23,0.391,4,11,0.364,5,12,0.417,0.478,2,4,0.5,1,4,5,6,2,1,5,9,24,0,,gortmja01,Dallas Mavericks
446,Markieff Morris,35.0,7,0,41,5,22,0.227,2,13,0.154,3,9,0.333,0.273,0,0,,0,8,8,4,1,1,2,2,12,0,,morrima02,Dallas Mavericks
447,Team Totals,,82,82,19731,3443,7194,0.479,1020,2801,0.364,2423,4393,0.552,0.549,1458,1894,0.77,828,2702,3530,2070,636,445,1091,1458,9364,4,,-9999,Dallas Mavericks
448,Austin Reaves,26.0,73,73,2550,477,1037,0.46,200,531,0.377,277,506,0.547,0.556,321,366,0.877,61,268,329,421,81,22,177,151,1475,1,,reaveau01,Los Angeles Lakers
449,LeBron James,40.0,70,70,2444,651,1270,0.513,149,396,0.376,502,874,0.574,0.571,259,331,0.782,72,474,546,575,70,39,260,99,1710,10,MVP-6CPOY-7ASNBA2,jamesle01,Los Angeles Lakers
450,Rui Hachimura,26.0,59,57,1869,293,576,0.509,102,247,0.413,191,329,0.581,0.597,87,113,0.77,79,216,295,83,45,26,49,105,775,0,,hachiru01,Los Angeles Lakers
451,Gabe Vincent,28.0,72,11,1527,168,420,0.4,109,309,0.353,59,111,0.532,0.53,15,21,0.714,20,72,92,98,51,13,41,152,460,0,,vincega01,Los Angeles Lakers
452,Dalton Knecht,23.0,78,16,1494,257,557,0.461,128,340,0.376,129,217,0.594,0.576,64,84,0.762,37,179,216,66,24,8,37,93,706,0,,knechda01,Los Angeles Lakers
453,Anthony Davis,31.0,42,42,1440,400,758,0.528,28,94,0.298,372,664,0.56,0.546,253,321,0.788,119,380,499,141,54,90,93,82,1081,0,AS,davisan02,Los Angeles Lakers
454,Dorian Finney-Smith,31.0,43,20,1239,122,276,0.442,82,206,0.398,40,70,0.571,0.591,15,21,0.714,49,107,156,59,40,11,38,82,341,0,,finnedo01,Los Angeles Lakers
455,Max Christie,21.0,46,25,1154,128,288,0.444,60,163,0.368,68,125,0.544,0.549,74,87,0.851,25,98,123,66,35,21,39,73,390,0,,chrisma02,Los Angeles Lakers
456,Jaxson Hayes,24.0,56,35,1093,161,223,0.722,0,3,0.0,161,220,0.732,0.722,61,98,0.622,78,191,269,58,31,51,43,136,383,0,,hayesja02,Los Angeles Lakers
457,Luka Dončić,25.0,28,28,984,245,559,0.438,102,269,0.379,143,290,0.493,0.53,197,249,0.791,24,202,226,211,45,12,104,68,789,2,,doncilu01,Los Angeles Lakers
458,D'Angelo Russell,28.0,29,10,763,129,311,0.415,56,168,0.333,73,143,0.51,0.505,45,53,0.849,8,72,80,136,23,4,50,53,359,0,,russeda01,Los Angeles Lakers
459,Cam Reddish,25.0,33,8,589,38,94,0.404,13,47,0.277,25,47,0.532,0.473,16,26,0.615,17,49,66,22,33,10,12,43,105,0,,reddica01,Los Angeles Lakers
460,Jarred Vanderbilt,25.0,36,2,581,59,121,0.488,9,32,0.281,50,89,0.562,0.525,20,36,0.556,68,114,182,41,35,10,29,67,147,0,,vandeja01,Los Angeles Lakers
461,Jordan Goodwin,26.0,29,5,543,63,144,0.438,26,68,0.382,37,76,0.487,0.528,9,11,0.818,38,74,112,42,30,11,26,43,161,0,,goodwjo01,Los Angeles Lakers
462,Shake Milton,28.0,30,1,345,42,97,0.433,10,34,0.294,32,63,0.508,0.485,22,26,0.846,15,38,53,38,10,3,20,24,116,0,,miltosh01,Los Angeles Lakers
463,Christian Koloko,24.0,37,0,342,40,66,0.606,0,4,0.0,40,62,0.645,0.606,10,14,0.714,35,57,92,16,8,16,12,44,90,0,,kolokch01,Los Angeles Lakers
464,Trey Jemison,25.0,22,0,226,26,42,0.619,0,0,,26,42,0.619,0.619,5,12,0.417,22,39,61,6,2,9,14,42,57,0,,jemistr01,Los Angeles Lakers
465,Bronny James,20.0,27,1,181,21,67,0.313,9,32,0.281,12,35,0.343,0.381,11,14,0.786,4,14,18,22,9,3,13,13,62,0,,jamesbr02,Los Angeles Lakers
466,Markieff Morris,35.0,8,2,124,16,48,0.333,7,23,0.304,9,25,0.36,0.406,5,6,0.833,3,12,15,17,1,2,3,14,44,0,,morrima02,Los Angeles Lakers
467,Alex Len,31.0,10,4,122,10,22,0.455,1,3,0.333,9,19,0.474,0.477,1,4,0.25,13,18,31,8,1,3,9,21,22,0,,lenal01,Los Angeles Lakers
468,Armel Traoré,22.0,9,0,67,6,19,0.316,0,7,0.0,6,12,0.5,0.316,2,7,0.286,2,13,15,1,4,2,3,6,14,0,,armeltr01,Los Angeles Lakers
469,Maxwell Lewis,22.0,7,0,29,2,6,0.333,0,0,,2,6,0.333,0.333,0,0,,2,0,2,2,1,0,2,1,4,0,,lewisma05,Los Angeles Lakers
470,Jalen Hood-Schifino,21.0,2,0,14,1,1,1.0,0,0,,1,1,1.0,1.0,2,2,1.0,1,0,1,1,0,1,1,3,4,0,,hoodsja01,Los Angeles Lakers
471,Quincy Olivari,23.0,2,0,10,1,5,0.2,1,5,0.2,0,0,,0.3,0,0,,0,0,0,1,0,0,1,0,3,0,,olivaqu01,Los Angeles Lakers
472,Team Totals,,82,82,19730,3356,7007,0.479,1092,2981,0.366,2264,4026,0.562,0.557,1494,1902,0.785,792,2687,3479,2131,633,367,1076,1415,9298,13,,-9999,Los Angeles Lakers
473,Chris Paul,39.0,82,82,2292,249,583,0.427,140,371,0.377,109,212,0.514,0.547,85,92,0.924,33,263,296,605,103,22,129,151,723,0,,paulch01,San Antonio Spurs
474,Harrison Barnes,32.0,82,82,2230,347,683,0.508,156,360,0.433,191,323,0.591,0.622,161,199,0.809,97,213,310,136,39,14,50,75,1011,0,,barneha02,San Antonio Spurs
475,Stephon Castle,20.0,81,47,2162,423,988,0.428,95,333,0.285,328,655,0.501,0.476,249,344,0.724,89,208,297,332,74,22,177,164,1190,0,ROY-1,castlst01,San Antonio Spurs
476,Devin Vassell,24.0,64,53,1983,394,889,0.443,158,429,0.368,236,460,0.513,0.532,95,120,0.792,34,221,255,183,84,33,88,108,1041,0,,vassede01,San Antonio Spurs
477,Julian Champagnie,23.0,82,29,1932,276,665,0.415,178,480,0.371,98,185,0.53,0.549,85,94,0.904,67,251,318,111,61,35,74,114,815,0,,champju02,San Antonio Spurs
478,Keldon Johnson,25.0,77,0,1838,371,770,0.482,87,274,0.318,284,496,0.573,0.538,150,194,0.773,112,259,371,125,49,22,77,115,979,0,,johnske04,San Antonio Spurs
479,Victor Wembanyama,21.0,46,46,1527,408,857,0.476,142,403,0.352,266,454,0.586,0.559,158,189,0.836,82,424,506,168,52,176,149,105,1116,1,AS,wembavi01,San Antonio Spurs
480,Jeremy Sochan,21.0,54,23,1364,251,469,0.535,28,91,0.308,223,378,0.59,0.565,87,125,0.696,127,225,352,128,45,27,84,131,617,0,,sochaje01,San Antonio Spurs
481,Blake Wesley,21.0,58,0,683,81,186,0.435,17,58,0.293,64,128,0.5,0.481,38,61,0.623,17,44,61,114,37,6,54,46,217,0,,weslebl01,San Antonio Spurs
482,Sandro Mamukelashvili,25.0,61,0,681,141,281,0.502,60,161,0.373,81,120,0.675,0.609,43,58,0.741,62,125,187,48,22,17,26,60,385,0,,mamuksa01,San Antonio Spurs
483,De'Aaron Fox,27.0,17,17,578,125,280,0.446,26,95,0.274,99,185,0.535,0.493,59,72,0.819,9,64,73,116,25,5,41,46,335,0,,foxde01,San Antonio Spurs
484,Bismack Biyombo,32.0,28,26,528,67,114,0.588,0,0,,67,114,0.588,0.588,10,25,0.4,43,115,158,31,16,23,27,52,144,0,,biyombi01,San Antonio Spurs
485,Tre Jones,25.0,28,0,450,45,93,0.484,8,26,0.308,37,67,0.552,0.527,25,33,0.758,15,43,58,104,18,5,21,33,123,0,,jonestr01,San Antonio Spurs
486,Malaki Branham,21.0,47,0,427,87,190,0.458,34,84,0.405,53,106,0.5,0.547,27,33,0.818,7,44,51,38,11,2,34,29,235,0,,branhma01,San Antonio Spurs
487,Zach Collins,27.0,36,4,425,61,132,0.462,14,46,0.304,47,86,0.547,0.515,31,35,0.886,38,63,101,52,14,15,23,70,167,0,,colliza01,San Antonio Spurs
488,Charles Bassey,24.0,36,1,376,68,117,0.581,0,0,,68,117,0.581,0.581,21,33,0.636,56,96,152,17,14,30,23,50,157,0,,bassech01,San Antonio Spurs
489,Jordan McLaughlin,28.0,18,0,124,15,28,0.536,9,20,0.45,6,8,0.75,0.696,6,6,1.0,2,7,9,27,5,1,5,5,45,0,,mclaujo01,San Antonio Spurs
490,Sidy Cissoko,20.0,17,0,54,9,18,0.5,3,7,0.429,6,11,0.545,0.583,1,6,0.167,3,7,10,6,1,0,2,6,22,0,,cissosi01,San Antonio Spurs
491,Harrison Ingram,22.0,5,0,35,2,4,0.5,0,1,0.0,2,3,0.667,0.5,0,0,,2,7,9,3,3,0,1,2,4,0,,ingraha01,San Antonio Spurs
492,David Duke Jr.,25.0,6,0,34,6,14,0.429,3,6,0.5,3,8,0.375,0.536,1,2,0.5,1,4,5,4,1,0,2,1,16,0,,dukeda01,San Antonio Spurs
493,Riley Minix,24.0,1,0,7,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,2,2,0,0,0,0,0,0,0,,minixri01,San Antonio Spurs
494,Team Totals,,82,82,19730,3426,7362,0.465,1158,3246,0.357,2268,4116,0.551,0.544,1332,1721,0.774,896,2685,3581,2348,674,455,1087,1363,9342,1,,-9999,San Antonio Spurs
495,Jalen Wilson,24.0,79,22,2031,246,620,0.397,122,362,0.337,124,258,0.481,0.495,135,165,0.818,75,195,270,145,40,5,79,164,749,0,,wilsoja03,Brooklyn Nets
496,Keon Johnson,22.0,79,56,1925,303,779,0.389,126,401,0.314,177,378,0.468,0.47,107,139,0.77,63,234,297,175,82,30,116,209,839,0,,johnske07,Brooklyn Nets
497,Nic Claxton,25.0,70,62,1882,320,568,0.563,5,21,0.238,315,547,0.576,0.568,79,154,0.513,157,358,515,157,62,100,87,150,724,0,,claxtni01,Brooklyn Nets
498,Cameron Johnson,28.0,57,57,1800,355,747,0.475,159,408,0.39,196,339,0.578,0.582,201,225,0.893,54,193,247,194,53,25,99,104,1070,0,,johnsca02,Brooklyn Nets
499,Ziaire Williams,23.0,63,45,1541,214,520,0.412,103,302,0.341,111,218,0.509,0.511,101,123,0.821,61,226,287,84,62,28,67,149,632,0,,willizi02,Brooklyn Nets
500,Tyrese Martin,25.0,60,11,1315,189,465,0.406,99,282,0.351,90,183,0.492,0.513,46,58,0.793,58,161,219,122,34,9,74,77,523,0,,martity01,Brooklyn Nets
501,Noah Clowney,20.0,46,20,1042,133,372,0.358,87,261,0.333,46,111,0.414,0.474,67,80,0.838,43,138,181,40,24,21,46,105,420,0,,clownno01,Brooklyn Nets
502,Trendon Watford,24.0,44,6,913,164,350,0.469,29,88,0.33,135,262,0.515,0.51,93,122,0.762,37,123,160,115,27,12,83,95,450,0,,watfotr01,Brooklyn Nets
503,Day'Ron Sharpe,23.0,50,2,907,165,317,0.521,11,45,0.244,154,272,0.566,0.538,56,74,0.757,149,181,330,91,41,42,63,113,397,0,,sharpda01,Brooklyn Nets
504,Ben Simmons,28.0,33,24,825,93,170,0.547,0,0,,93,170,0.547,0.547,18,26,0.692,30,142,172,229,26,16,88,81,204,0,,simmobe01,Brooklyn Nets
505,Cam Thomas,23.0,25,23,781,199,454,0.438,68,195,0.349,131,259,0.506,0.513,133,151,0.881,15,68,83,94,15,2,62,44,599,0,,thomaca02,Brooklyn Nets
506,Dennis Schröder,31.0,23,23,772,147,325,0.452,58,150,0.387,89,175,0.509,0.542,72,81,0.889,4,64,68,152,26,4,59,56,424,0,,schrode01,Brooklyn Nets
507,D'Angelo Russell,28.0,29,26,717,120,327,0.367,57,192,0.297,63,135,0.467,0.454,76,92,0.826,12,70,82,161,33,19,58,62,373,0,,russeda01,Brooklyn Nets
508,Tosan Evbuomwan,23.0,28,0,665,94,220,0.427,24,77,0.312,70,143,0.49,0.482,55,73,0.753,32,88,120,55,24,10,39,55,267,0,,evbuoto01,Brooklyn Nets
509,Dorian Finney-Smith,31.0,20,20,579,73,159,0.459,47,108,0.435,26,51,0.51,0.607,15,24,0.625,31,60,91,31,18,12,18,54,208,0,,finnedo01,Brooklyn Nets
510,Shake Milton,28.0,27,1,492,73,157,0.465,28,72,0.389,45,85,0.529,0.554,25,33,0.758,16,35,51,64,15,1,20,43,199,0,,miltosh01,Brooklyn Nets
511,Reece Beekman,23.0,34,4,465,34,106,0.321,7,40,0.175,27,66,0.409,0.354,16,21,0.762,12,26,38,62,32,2,21,35,91,0,,beekmre01,Brooklyn Nets
512,Maxwell Lewis,22.0,21,1,298,43,102,0.422,19,50,0.38,24,52,0.462,0.515,7,10,0.7,16,37,53,17,8,7,12,28,112,0,,lewisma05,Brooklyn Nets
513,Drew Timme,24.0,9,2,254,45,102,0.441,9,35,0.257,36,67,0.537,0.485,10,16,0.625,17,48,65,20,4,1,15,21,109,0,,timmedr01,Brooklyn Nets
514,Dariq Whitehead,20.0,20,0,246,39,96,0.406,33,74,0.446,6,22,0.273,0.578,3,5,0.6,4,25,29,12,6,1,15,22,114,0,,whiteda01,Brooklyn Nets
515,Killian Hayes,23.0,6,5,162,18,43,0.419,8,21,0.381,10,22,0.455,0.512,10,12,0.833,5,13,18,31,4,4,9,13,54,0,,hayeski01,Brooklyn Nets
516,Tyson Etienne,25.0,7,0,151,17,52,0.327,13,44,0.295,4,8,0.5,0.452,8,10,0.8,3,6,9,12,3,1,8,17,55,0,,etienty01,Brooklyn Nets
517,Cui Yongxi,21.0,5,0,10,1,7,0.143,0,3,0.0,1,4,0.25,0.143,1,2,0.5,0,2,2,0,0,0,0,0,3,0,,cuiyo01,Brooklyn Nets
518,Jaylen Martin,21.0,3,0,5,1,2,0.5,1,1,1.0,0,1,0.0,0.75,0,0,,0,0,0,0,0,0,0,1,3,0,,martija02,Brooklyn Nets
519,Team Totals,,82,82,19778,3086,7060,0.437,1113,3232,0.344,1973,3828,0.515,0.516,1334,1696,0.787,894,2493,3387,2063,639,352,1138,1698,8619,0,,-9999,Brooklyn Nets
520,DeMar DeRozan,35.0,77,77,2768,624,1308,0.477,84,256,0.328,540,1052,0.513,0.509,378,441,0.857,50,248,298,342,62,32,105,150,1710,0,,derozde01,Sacramento Kings
521,Keegan Murray,24.0,76,76,2610,364,820,0.444,154,449,0.343,210,371,0.566,0.538,60,72,0.833,146,361,507,109,61,69,60,186,942,0,,murrake02,Sacramento Kings
522,Domantas Sabonis,28.0,70,70,2429,527,893,0.59,65,156,0.417,462,737,0.627,0.627,218,289,0.754,267,705,972,423,48,26,202,229,1337,10,,sabondo01,Sacramento Kings
523,Malik Monk,26.0,65,45,2054,412,939,0.439,139,428,0.325,273,511,0.534,0.513,154,178,0.865,30,215,245,362,61,38,159,158,1117,0,,monkma01,Sacramento Kings
524,Keon Ellis,25.0,80,28,1948,227,464,0.489,139,321,0.433,88,143,0.615,0.639,73,86,0.849,60,152,212,120,121,63,71,176,666,0,,elliske01,Sacramento Kings
525,De'Aaron Fox,27.0,45,45,1663,414,883,0.469,92,286,0.322,322,597,0.539,0.521,204,246,0.829,45,180,225,276,66,20,133,118,1124,0,,foxde01,Sacramento Kings
526,Trey Lyles,29.0,69,5,1349,157,374,0.42,81,238,0.34,76,136,0.559,0.528,56,80,0.7,80,236,316,82,41,23,39,86,451,0,,lylestr01,Sacramento Kings
527,Zach LaVine,29.0,32,32,1170,262,513,0.511,103,231,0.446,159,282,0.564,0.611,90,103,0.874,10,103,113,121,19,2,87,57,717,0,,lavinza01,Sacramento Kings
528,Kevin Huerter,26.0,43,15,899,128,310,0.413,62,205,0.302,66,105,0.629,0.513,20,28,0.714,19,101,120,74,36,16,37,70,338,0,,huertke01,Sacramento Kings
529,Jonas Valančiūnas,32.0,32,9,541,114,205,0.556,1,10,0.1,113,195,0.579,0.559,50,59,0.847,70,153,223,56,15,18,32,84,279,0,,valanjo01,Sacramento Kings
530,Devin Carter,22.0,36,0,396,47,127,0.37,18,61,0.295,29,66,0.439,0.441,26,44,0.591,19,57,76,41,21,4,18,39,138,0,,cartede02,Sacramento Kings
531,Jake LaRavia,23.0,19,0,367,42,96,0.438,20,52,0.385,22,44,0.5,0.542,11,19,0.579,23,31,54,25,18,3,17,40,115,0,,laravja01,Sacramento Kings
532,Doug McDermott,33.0,42,3,342,50,117,0.427,44,101,0.436,6,16,0.375,0.615,3,5,0.6,3,19,22,7,4,2,6,30,147,0,,mcderdo01,Sacramento Kings
533,Isaac Jones,24.0,40,0,304,54,83,0.651,3,8,0.375,51,75,0.68,0.669,23,36,0.639,22,35,57,12,5,10,16,30,134,0,,jonesis01,Sacramento Kings
534,Alex Len,31.0,36,3,258,22,41,0.537,1,6,0.167,21,35,0.6,0.549,7,13,0.538,25,39,64,30,8,18,11,35,52,0,,lenal01,Sacramento Kings
535,Jordan McLaughlin,28.0,28,0,190,16,44,0.364,10,26,0.385,6,18,0.333,0.477,11,16,0.688,4,17,21,24,11,0,11,13,53,0,,mclaujo01,Sacramento Kings
536,Markelle Fultz,26.0,21,0,184,28,67,0.418,4,8,0.5,24,59,0.407,0.448,1,1,1.0,6,14,20,27,10,2,15,12,61,0,,fultzma01,Sacramento Kings
537,Colby Jones,22.0,24,0,130,11,26,0.423,4,10,0.4,7,16,0.438,0.5,0,0,,8,15,23,7,6,7,7,13,26,0,,jonesco02,Sacramento Kings
538,Jae Crowder,34.0,9,2,103,7,22,0.318,4,15,0.267,3,7,0.429,0.409,5,6,0.833,6,14,20,6,3,0,4,10,23,0,,crowdja01,Sacramento Kings
539,Orlando Robinson,24.0,9,0,57,7,17,0.412,1,5,0.2,6,12,0.5,0.441,4,7,0.571,3,11,14,9,3,1,4,6,19,0,,robinor01,Sacramento Kings
540,Isaiah Crawford,23.0,15,0,46,5,11,0.455,1,5,0.2,4,6,0.667,0.5,2,4,0.5,1,7,8,1,1,2,1,2,13,0,,crawfis01,Sacramento Kings
541,Mason Jones,26.0,10,0,45,9,18,0.5,1,8,0.125,8,10,0.8,0.528,4,5,0.8,2,7,9,11,0,1,1,3,23,0,,jonesma05,Sacramento Kings
542,Skal Labissière,28.0,4,0,12,2,4,0.5,1,1,1.0,1,3,0.333,0.625,0,0,,1,2,3,1,0,0,0,1,5,0,,labissk01,Sacramento Kings
543,Terence Davis,27.0,1,0,8,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,1,1,1,0,0,0,0,0,0,,daviste02,Sacramento Kings
544,Terry Taylor,25.0,3,0,6,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,1,0,1,2,0,0,0,0,0,0,,taylote01,Sacramento Kings
545,Team Totals,,82,82,19879,3529,7385,0.478,1032,2887,0.357,2497,4498,0.555,0.548,1400,1738,0.806,901,2723,3624,2169,620,357,1036,1548,9490,10,,-9999,Sacramento Kings
546,Kelly Oubre Jr.,29.0,60,57,2078,348,741,0.47,71,242,0.293,277,499,0.555,0.518,139,185,0.751,97,271,368,108,92,30,80,180,906,0,,oubreke01,Philadelphia 76Ers
547,Tyrese Maxey,24.0,52,52,1960,477,1091,0.437,161,478,0.337,316,613,0.515,0.511,254,289,0.879,15,159,174,317,91,21,124,116,1369,1,CPOY-10,maxeyty01,Philadelphia 76Ers
548,Guerschon Yabusele,29.0,70,43,1895,282,563,0.501,104,274,0.38,178,289,0.616,0.593,100,138,0.725,134,261,395,148,58,24,87,164,768,0,,yabusgu01,Philadelphia 76Ers
549,Paul George,34.0,41,41,1334,245,570,0.43,96,268,0.358,149,302,0.493,0.514,79,97,0.814,24,195,219,178,75,20,106,101,665,0,,georgpa01,Philadelphia 76Ers
550,Ricky Council IV,23.0,73,12,1250,177,463,0.382,55,213,0.258,122,250,0.488,0.442,123,153,0.804,51,163,214,97,32,13,52,67,532,0,,councri01,Philadelphia 76Ers
551,Justin Edwards,21.0,44,26,1155,172,378,0.455,69,190,0.363,103,188,0.548,0.546,32,46,0.696,46,102,148,69,45,16,49,98,445,0,,edwarju01,Philadelphia 76Ers
552,Caleb Martin,29.0,31,24,943,101,232,0.435,33,87,0.379,68,145,0.469,0.506,46,74,0.622,43,93,136,69,34,20,43,63,281,0,,martica02,Philadelphia 76Ers
553,Quentin Grimes,24.0,28,25,943,215,458,0.469,82,220,0.373,133,238,0.559,0.559,100,133,0.752,29,116,145,127,42,12,80,60,612,0,,grimequ01,Philadelphia 76Ers
554,Adem Bona,21.0,58,11,905,135,192,0.703,0,1,0.0,135,191,0.707,0.703,67,100,0.67,92,153,245,27,26,69,61,125,337,0,,bonaad01,Philadelphia 76Ers
555,Eric Gordon,36.0,39,13,768,87,204,0.426,56,137,0.409,31,67,0.463,0.564,36,48,0.75,8,38,46,65,26,12,28,32,266,0,,gordoer01,Philadelphia 76Ers
556,Andre Drummond,31.0,40,23,751,117,234,0.5,3,20,0.15,114,214,0.533,0.506,56,90,0.622,109,201,310,34,39,18,55,94,293,0,,drumman01,Philadelphia 76Ers
557,Jared Butler,24.0,28,17,682,118,277,0.426,45,128,0.352,73,149,0.49,0.507,40,46,0.87,11,58,69,138,30,8,51,57,321,0,,butleja02,Philadelphia 76Ers
558,Kyle Lowry,38.0,35,12,659,41,117,0.35,29,88,0.33,12,29,0.414,0.474,27,33,0.818,11,56,67,96,33,11,21,62,138,0,,lowryky01,Philadelphia 76Ers
559,Jeff Dowtin Jr.,27.0,41,3,621,112,230,0.487,28,70,0.4,84,160,0.525,0.548,33,45,0.733,12,48,60,78,24,12,15,29,285,0,,dowtije01,Philadelphia 76Ers
560,Jared McCain,20.0,23,8,592,126,274,0.46,51,133,0.383,75,141,0.532,0.553,49,56,0.875,13,43,56,60,15,0,37,37,352,0,ROY-7,mccaija01,Philadelphia 76Ers
561,Joel Embiid,30.0,19,19,574,140,315,0.444,23,77,0.299,117,238,0.492,0.481,149,169,0.882,36,119,155,85,14,18,62,42,452,1,,embiijo01,Philadelphia 76Ers
562,KJ Martin,24.0,24,7,480,61,99,0.616,8,21,0.381,53,78,0.679,0.657,24,29,0.828,21,51,72,19,11,16,12,62,154,0,,martike04,Philadelphia 76Ers
563,Lonnie Walker IV,26.0,20,7,477,89,212,0.42,45,127,0.354,44,85,0.518,0.526,24,30,0.8,6,57,63,50,10,5,25,27,247,0,,walkelo01,Philadelphia 76Ers
564,Reggie Jackson,34.0,31,1,384,52,133,0.391,25,74,0.338,27,59,0.458,0.485,7,9,0.778,8,34,42,45,16,3,17,34,136,0,,jacksre01,Philadelphia 76Ers
565,Jalen Hood-Schifino,21.0,13,0,301,36,97,0.371,14,46,0.304,22,51,0.431,0.443,16,19,0.842,2,24,26,36,5,6,17,22,102,0,,hoodsja01,Philadelphia 76Ers
566,Marcus Bagley,23.0,10,4,253,27,69,0.391,5,32,0.156,22,37,0.595,0.428,8,10,0.8,23,47,70,10,9,12,7,16,67,0,,baglema02,Philadelphia 76Ers
567,Alex Reese,25.0,14,0,214,25,53,0.472,15,41,0.366,10,12,0.833,0.613,9,12,0.75,8,38,46,4,10,10,6,21,74,0,,reeseal01,Philadelphia 76Ers
568,Chuma Okeke,26.0,7,3,171,18,33,0.545,10,22,0.455,8,11,0.727,0.697,2,3,0.667,20,23,43,13,5,3,3,5,48,0,,okekech01,Philadelphia 76Ers
569,Oshae Brissett,26.0,6,2,142,19,39,0.487,6,18,0.333,13,21,0.619,0.564,8,14,0.571,7,15,22,4,4,3,8,14,52,0,,brissos01,Philadelphia 76Ers
570,Colin Castleton,24.0,5,0,98,12,24,0.5,0,4,0.0,12,20,0.6,0.5,6,9,0.667,16,21,37,10,1,1,1,13,30,0,,castlco01,Philadelphia 76Ers
571,Pete Nance,24.0,7,0,68,5,15,0.333,4,12,0.333,1,3,0.333,0.467,1,2,0.5,2,8,10,3,1,0,0,10,15,0,,nancepe01,Philadelphia 76Ers
572,Phillip Wheeler,22.0,5,0,44,3,21,0.143,0,10,0.0,3,11,0.273,0.143,2,2,1.0,2,6,8,2,1,2,1,1,8,0,,wheelph02,Philadelphia 76Ers
573,David Roddy,23.0,3,0,29,8,19,0.421,2,11,0.182,6,8,0.75,0.474,0,0,,2,7,9,3,2,0,1,1,18,0,,roddyda01,Philadelphia 76Ers
574,Isaiah Mobley,25.0,1,0,17,2,7,0.286,1,3,0.333,1,4,0.25,0.357,1,2,0.5,1,3,4,5,1,1,0,3,6,0,,mobleis01,Philadelphia 76Ers
575,Lester Quiñones,24.0,4,0,17,4,8,0.5,0,3,0.0,4,5,0.8,0.5,1,1,1.0,3,1,4,1,0,0,4,0,9,0,,quinole01,Philadelphia 76Ers
576,Team Totals,,82,82,19805,3254,7168,0.454,1041,3050,0.341,2213,4118,0.537,0.527,1439,1844,0.78,852,2411,3263,1901,752,366,1053,1556,8988,2,,-9999,Philadelphia 76Ers
577,Jalen Green,22.0,82,82,2697,608,1437,0.423,234,661,0.354,374,776,0.482,0.505,273,336,0.813,45,332,377,282,71,27,203,127,1723,0,,greenja05,Houston Rockets
578,Alperen Şengün,22.0,76,76,2395,567,1143,0.496,21,90,0.233,546,1053,0.519,0.505,296,428,0.692,262,524,786,372,84,61,194,209,1451,4,AS,sengual01,Houston Rockets
579,Dillon Brooks,29.0,75,75,2388,384,895,0.429,186,469,0.397,198,426,0.465,0.533,99,121,0.818,75,200,275,128,60,16,76,242,1053,0,,brookdi01,Houston Rockets
580,Amen Thompson,22.0,69,42,2225,388,697,0.557,25,91,0.275,363,606,0.599,0.575,169,247,0.684,192,372,564,265,97,89,138,167,970,3,DPOY-5DEF1,thompam01,Houston Rockets
